"","SBL","PROB","RiskLevel"
"1726","10567000010040000000",0.0524839430779503,"Low"
"1727","10567000010050000000",0.000805383754270849,"Low"
"1728","10567000010190000000",0.0174504188875807,"Low"
"1729","10567000010420000000",0.0066850954961247,"Low"
"1730","10567000010430000000",0.00493721678496485,"Low"
"1731","10567000010440000000",0.0397754014606229,"Low"
"1732","10567000010460010000",0.0538299538691073,"Low"
"1733","10567000010470000000",0.00576095604955519,"Low"
"1734","10567000010480000000",0.00853618152657287,"Low"
"1735","10567000010530010000",0.0011663055541443,"Low"
"1736","10567000010560010000",0.0132982643953245,"Low"
"1737","10567000010570000000",0.0294552158698822,"Low"
"1738","10567000020010010000",0.000791113552588209,"Low"
"1739","10567000020060000000",0.000369381662910719,"Low"
"1740","10567000020090000000",0.00139548263577785,"Low"
"1741","10567000020130000000",0.278436720110869,"Mid"
"1742","10567000020150000000",0.014790242906102,"Low"
"1743","10567000020160000000",0.0112485260366823,"Low"
"1744","10567000020190070000",0.000117632794746733,"Low"
"1745","10567000020260020000",0.0558975554148998,"Low"
"1746","10567000020270020000",0.00762484194588362,"Low"
"1747","10567000020330070000",0.000190694121709033,"Low"
"1748","10567000020420000000",0.00037731318754073,"Low"
"1749","10567000020430000000",0.0323209947347005,"Low"
"1750","10567000020480000000",0.00102121326491997,"Low"
"1751","10567000020550000000",0.000614316819368053,"Low"
"1752","10567000020580000000",0.000133113585868413,"Low"
"1753","10567000020590000000",0.000262188121104258,"Low"
"1754","10567000020600000000",0.929922482582613,"High"
"1756","10567000020610000000",0.0399573404889037,"Low"
"1757","10567000020630010000",0.0103164994808842,"Low"
"1758","10568000010060000000",0.00308166253975546,"Low"
"1759","10568000010090000000",0.853066971105095,"High"
"1760","1056800001021000NHOM",0.901098502780373,"High"
"1761","10568000010270000000",0.00329990273976765,"Low"
"1762","10568000010300000000",0.00506725682320931,"Low"
"1763","10568000010310000000",0.0131164363000289,"Low"
"1764","10568000010320000000",0.618441664081074,"High"
"1765","10568000010330000000",0.120904992390658,"Mid"
"1766","10568000010350010000",0.00543275196033059,"Low"
"1767","10568000010400000000",0.0247502776312003,"Low"
"1768","10568000010560000000",0.87771448984626,"High"
"1769","10568000010590010000",0.303234164010884,"Mid"
"1770","10568000010640000000",0.114026181397972,"Mid"
"1771","10568000010660010000",0.00341857380050461,"Low"
"1772","10568000010730000000",0.0108097717821983,"Low"
"1773","10568000010780000000",0.956808261479444,"High"
"1774","10568000010790000000",0.979440599760355,"High"
"1775","10568000010800010000",0.106221598630523,"Mid"
"1776","10568000010820010000",0.049619841860531,"Low"
"1777","10568000020010000000",0.00634025415807402,"Low"
"1778","10568000020090000000",0.0713636658155957,"Low"
"1779","10568000020100000000",0.00426724065291486,"Low"
"1780","10568000020110000000",0.001337161889006,"Low"
"1781","10568000020120000000",0.00579303992635161,"Low"
"1782","10568000020130000000",0.00402085591903707,"Low"
"1783","10568000020140000000",0.00763473907415212,"Low"
"1784","10568000020150000000",0.00114007712561088,"Low"
"1785","10568000020160000000",0.919673695180747,"High"
"1786","10568000020170000000",0.0276741914963441,"Low"
"1787","10568000020220010000",0.00277527933737796,"Low"
"1788","10568000020240010000",0.0831777522706956,"Low"
"1789","10568000020260000000",0.0657709597292195,"Low"
"1790","10568000020270000000",0.00705531715620369,"Low"
"1791","10568000020290000000",0.145843284411258,"Mid"
"1792","10568000020300010000",0.369158833806146,"Mid"
"1793","10568000020360000000",0.355073323815889,"Mid"
"1794","10568000020380000000",0.00211170821683766,"Low"
"1795","10568000020400000000",0.0254385186465309,"Low"
"1796","10568000020460010000",0.00248811886403696,"Low"
"1797","10568000020480000000",0.01629417309509,"Low"
"1798","10568000020520000000",0.0038517525756189,"Low"
"1799","10568000030010000000",0.0602387157279051,"Low"
"1800","10568000030020000000",0.00568615612799816,"Low"
"1801","10568000030030000000",0.00934369309793212,"Low"
"1802","10568000030050000000",0.00314085266133326,"Low"
"1803","10568000030060030000",0.00495585481917755,"Low"
"1804","10568000030090000000",0.00106093820180327,"Low"
"1805","10568000030140020000",0.212499226309549,"Mid"
"1806","10568000030220000000",0.0125723810104551,"Low"
"1807","10568000030370000000",0.00414148802598452,"Low"
"1808","10569000010020000000",0.844506398718065,"High"
"1809","10569000010030010000",0.93972666506287,"High"
"1810","10569000010070000000",0.434804011151714,"Mid"
"1811","10569000010080000000",0.0803176176452306,"Low"
"1812","10569000010090000000",0.816300997697322,"High"
"1814","10569000010110000000",0.698747502980017,"High"
"1816","10571000020070000000",0.911734545003745,"High"
"1817","10571000020330000000",0.124028965061192,"Mid"
"1818","10571000020350000000",0.797531768520688,"High"
"1819","10571000020360000000",0.116101953810205,"Mid"
"1820","10571000020380000000",0.0555015897406456,"Low"
"1821","10571000020420000000",0.123542049270481,"Mid"
"1822","10571000020430000000",0.0252038842991456,"Low"
"1823","10571000020590000000",0.0189036825923088,"Low"
"1824","10571000020700000000",0.848329808176507,"High"
"1825","10571000020730000000",0.0471018450843133,"Low"
"1826","10572000010010000000",0.0114866177271927,"Low"
"1827","10572000010050020000",0.0040320307912498,"Low"
"1828","10572000010070000000",0.047883675862179,"Low"
"1829","10572000010100000000",7.6909727108654e-05,"Low"
"1830","10572000010570010000",0.0195363300396562,"Low"
"1831","10572000010670000000",0.00353549891276489,"Low"
"1832","10572000010730000000",0.000374489061911392,"Low"
"1833","10572000010740000000",0.000283752318948845,"Low"
"1834","10572000010780000000",0.00387592654403729,"Low"
"1835","10572000010800010000",0.00147903430908909,"Low"
"1836","10572000010820020000",0.0755736105356169,"Low"
"1837","10572000010850000000",0.0158489059319563,"Low"
"1838","10573000010010010000",0.00061254760437679,"Low"
"1839","10573000010020010000",0.000345732496894535,"Low"
"1840","10573000010040020000",0.743951817122147,"High"
"1841","10573000010090000000",0.000308332763105151,"Low"
"1842","10573000010410010000",0.813577643148398,"High"
"1843","10573000010430010000",0.00262994516746633,"Low"
"1844","10573000010690000000",0.00307893035775486,"Low"
"1845","10573000010720020000",0.00575395988680065,"Low"
"1846","10573000010760000000",0.315983042863653,"Mid"
"1847","10573000010770010000",0.0171915180191965,"Low"
"1848","10574000010100000000",0.0463980841042085,"Low"
"1849","10574000010110000000",0.00237539849339136,"Low"
"1850","10574000010210000000",0.150316052610262,"Mid"
"1851","10574000010250000000",0.0322151202749484,"Low"
"1852","10574000020010000000",0.0538245069448991,"Low"
"1853","10574000020060000000",0.00565972462964692,"Low"
"1854","10574000030010000000",0.00252408812483083,"Low"
"1855","10574000030020000000",0.0267143967092384,"Low"
"1856","10574000030030000000",0.981500792512295,"High"
"1858","10574000030070000000",0.00465318114509661,"Low"
"1859","10575000010150000000",0.0155955218652493,"Low"
"1860","10575000010360000000",0.00179944800698794,"Low"
"1861","10575000010480000000",0.0262803049993128,"Low"
"1862","10575000020060020000",0.000293625265101791,"Low"
"1863","10575000020270000000",0.0370386471452554,"Low"
"1864","10575000020770000000",0.0840766163845599,"Low"
"1865","10575000020780000000",0.00985272661727717,"Low"
"1866","10576000010130010000",0.705561994464582,"High"
"1867","10576000010190020000",0.0163523270885216,"Low"
"1868","10576000010270000000",0.000230109394644783,"Low"
"1869","10576000010280020000",0.0237489389736282,"Low"
"1870","10576000010510000000",0.00233009334070507,"Low"
"1871","10576000010520000000",0.00550325053097162,"Low"
"1872","10576000010540010000",0.000111519135708324,"Low"
"1873","10576000010580000000",0.0057503219452295,"Low"
"1874","10576000020740010000",0.00143640856600378,"Low"
"1875","10576000020780000000",0.970795918398677,"High"
"1876","10577000010010000000",0.0154105774885806,"Low"
"1877","10577000010100000000",0.0383324565926942,"Low"
"1878","10577000010110000000",0.016195716371184,"Low"
"1879","10578000020160000000",0.0192682942552826,"Low"
"1880","10578000020500000000",0.000449078240346781,"Low"
"1881","10578000020510000000",0.0153350974773057,"Low"
"1882","10578000020570000000",0.0301847348166883,"Low"
"1883","10579000010420000000",0.0469004025174185,"Low"
"1884","10579000010670000000",0.109679887045785,"Mid"
"1885","10579000010720020000",0.00125644137384499,"Low"
"1886","10579000010730000000",0.00618365385016745,"Low"
"1887","10579000020010000000",0.00700927754399806,"Low"
"1888","10579000020020000000",0.000907630547892624,"Low"
"1889","10579000020270000000",0.00406614138415761,"Low"
"1890","10580000010070000000",0.000193837006363665,"Low"
"1891","10580000010090000000",0.00713736599527288,"Low"
"1892","10580000010100030000",0.00079684295980044,"Low"
"1893","10580000010120000000",0.00461056290684723,"Low"
"1894","10580000010130010000",0.00127762281290802,"Low"
"1895","10580000010140000000",0.0120113136040415,"Low"
"1896","10580000010230000000",0.0816437957856037,"Low"
"1897","10580000010530000000",0.0249384928944504,"Low"
"1898","10580000010570000000",0.0470482366536339,"Low"
"1899","10580000010820000000",0.888958959126054,"High"
"1900","10580000010830000000",0.0150897156353519,"Low"
"1901","10580000010850010000",0.00289011202247467,"Low"
"1902","10581000010250000000",0.00250007281208984,"Low"
"1903","10581000010260000000",0.0886111702501975,"Low"
"1904","10581000010330020000",0.0115219029763775,"Low"
"1905","10581000010370010000",0.0345623724532928,"Low"
"1906","10581000010380000000",0.0504717258220937,"Low"
"1907","10581000020100000000",0.0100580156074725,"Low"
"1908","10581000020140000000",0.00639124773285365,"Low"
"1909","10581000030010010000",0.00254788495563269,"Low"
"1910","10581000030140000000",0.0307912525674622,"Low"
"1911","10581000030350030000",0.296778367280422,"Mid"
"1912","10581000030350040000",0.0948897574438197,"Low"
"1913","10581000030360000000",0.206708480685892,"Mid"
"1914","10581000030400000000",0.897962191065092,"High"
"1916","10581000030420000000",0.00357118220375136,"Low"
"1917","10581000030430000000",0.00767296247993809,"Low"
"1918","10582000010310000000",0.810092616866791,"High"
"1920","10582000010330000000",0.0606588513306488,"Low"
"1921","10582000010350020000",0.0150996812368331,"Low"
"1922","10582000010800000000",0.133550859020341,"Mid"
"1923","10582000010870000000",0.0492524641531666,"Low"
"1924","10582000020210000000",0.00469073496296913,"Low"
"1925","10582000020270000000",0.716428047893728,"High"
"1926","10582000020330000000",0.00170076236833586,"Low"
"1927","10582000020430000000",0.00727535534427773,"Low"
"1928","10582000030250010000",0.000915540794086294,"Low"
"1929","10582000030260000000",0.89675180328791,"High"
"1931","10582000030300010000",0.0150372954965807,"Low"
"1932","10582000030460000000",0.01440138834022,"Low"
"1933","10582000030470000000",0.0160149729629502,"Low"
"1934","10582000030480000000",0.000955482249964075,"Low"
"1935","10582000030490000000",0.0326547246300273,"Low"
"1936","10582000030680000000",0.919406361796072,"High"
"1938","10582000030690000000",0.054622057598649,"Low"
"1939","10582000030730000000",0.052752881128274,"Low"
"1940","10583000010060030000",0.0375450048600118,"Low"
"1941","10583000010310010000",0.0353226976180925,"Low"
"1942","10583000010350000000",0.0022952061785208,"Low"
"1943","10583000010370000000",0.00497386243333548,"Low"
"1944","10583000010430000000",0.000283920798457221,"Low"
"1945","1058300001044000NHOM",8.93204787665463e-05,"Low"
"1946","10583000010460000000",0.100299128505186,"Mid"
"1947","10583000020330000000",0.0159317642752016,"Low"
"1948","10583000020500000000",0.00510994392040241,"Low"
"1949","10583000030010000000",0.0007853899970209,"Low"
"1950","10583000030030010000",0.000225121309242857,"Low"
"1951","10583000030230000000",0.000538590086544895,"Low"
"1952","10583000030240000000",0.000119305717578299,"Low"
"1953","1058300003025000NHOM",0.000790708666050276,"Low"
"1954","10583000030400000000",0.00549895297903456,"Low"
"1955","10583000030710000000",0.924903192318579,"High"
"1956","10584000010050010000",0.00593076119007258,"Low"
"1957","10584000010060010000",0.0014778673027607,"Low"
"1958","10584000010180000000",0.000279729361366892,"Low"
"1959","10584000010350000000",0.0653352179441844,"Low"
"1960","10584000010400010000",0.000218338588001071,"Low"
"1961","10584000010400020000",9.74602972297429e-05,"Low"
"1962","10584000010430010000",0.000158989090097436,"Low"
"1963","10584000010440000000",0.000151162817011349,"Low"
"1964","10584000010450000000",0.0037312076635892,"Low"
"1965","10584000020010010000",0.0410121669848324,"Low"
"1966","10584000020030010000",0.0016686106153403,"Low"
"1967","10584000020050000000",0.0141471525596901,"Low"
"1968","10584000020240000000",0.000295491565479976,"Low"
"1969","10584000020250000000",0.0661147485159839,"Low"
"1970","10584000020290010000",7.40026194456253e-05,"Low"
"1971","10584000020320000000",0.0015031651765631,"Low"
"1972","10584000020380000000",0.000183133959228793,"Low"
"1973","10584000020420010000",0.00160499796421321,"Low"
"1974","10584000020540000000",0.00254322275924908,"Low"
"1975","10584000030010000000",0.00792481044949309,"Low"
"1976","10584000030210010000",0.000985187556775434,"Low"
"1977","10584000030250040000",0.00251469020357074,"Low"
"1978","10584000030500000000",0.113436825455105,"Mid"
"1979","10621000020150000000",0.0103623080187758,"Low"
"1980","10621000030710010000",0.0400550014796919,"Low"
"1981","10621000030710020000",0.00716756911773777,"Low"
"1982","10622000010110000000",0.539465575299189,"Mid"
"1983","10622000010150000000",0.0049236040180056,"Low"
"1984","10622000020210000000",8.08103358606787e-06,"Low"
"1985","10622000020230000000",0.918256428637071,"High"
"1987","10622000020240000000",0.0427304599726268,"Low"
"1988","10622000030010000000",6.57447970160985e-05,"Low"
"1989","10622000030030000000",0.0321772814111943,"Low"
"1990","10622000030180000000",0.03570766947949,"Low"
"1991","10622000030230000000",0.932963706739831,"High"
"1992","10622000030280000000",0.0678524193102883,"Low"
"1993","10622000030290000000",0.0248997608331721,"Low"
"1994","10622000030310000000",2.89887337125462e-05,"Low"
"1995","1062200003044000NHOM",0.000479033265919925,"Low"
"1996","10622000030540000000",0.00041687136366823,"Low"
"1997","10622000040250000000",4.08141150466242e-05,"Low"
"1998","10622000040270000000",0.00163808463208986,"Low"
"1999","10622000040550000000",0.0527135536235022,"Low"
"2000","10623000010620010000",0.0579811378514011,"Low"
"2001","10623000010640000000",0.0344962645231884,"Low"
"2002","10623000020200000000",0.92833925659939,"High"
"2004","10623000030010000000",0.792581682586104,"High"
"2005","10623000030030000000",0.985070908675287,"High"
"2006","10623000030180000000",0.040602891861629,"Low"
"2007","10623000030190000000",0.00808165613092569,"Low"
"2008","10623000030260000000",0.0551312803201627,"Low"
"2009","10623000030330000000",0.00432771976871383,"Low"
"2010","10623000030350010000",0.0562031300155213,"Low"
"2011","10623000030360000000",0.0256756260041782,"Low"
"2012","10623000030380000000",0.331737204934209,"Mid"
"2013","10623000030390000000",0.354774749789849,"Mid"
"2014","10623000030400000000",0.0193697304618825,"Low"
"2015","10623000030410000000",0.878873013955297,"High"
"2016","10623000030470000000",0.0642085072598886,"Low"
"2017","10623000040150000000",0.0577984055733225,"Low"
"2018","10623000040220000000",0.00172326121375284,"Low"
"2019","10624000010430000000",0.0166903821486707,"Low"
"2020","10624000020010000000",0.177049181381379,"Mid"
"2021","10624000020310000000",0.959804324308978,"High"
"2024","10624000030400000000",0.0800816569498107,"Low"
"2025","10625000010120000000",0.000632299196867496,"Low"
"2026","10625000010290000000",0.00530628852855675,"Low"
"2027","10625000010320000000",0.0890030377849308,"Low"
"2028","10625000010330000000",0.581687396560669,"Mid"
"2029","10625000010500000000",0.895305088137621,"High"
"2030","10625000010530000000",0.0751159385970632,"Low"
"2031","10625000020010000000",0.014954462888315,"Low"
"2032","10625000020230000000",0.0102252179082599,"Low"
"2033","10625000020490000000",0.0247149649397964,"Low"
"2034","10625000020510000000",0.0322342890146254,"Low"
"2035","10625000020530000000",0.0142229034195841,"Low"
"2036","10625000020550000000",0.000773402612001923,"Low"
"2037","10625000030250000000",0.19422279181355,"Mid"
"2038","10625000030460010000",0.00675671192639982,"Low"
"2039","10625000030470010000",0.00644827916003579,"Low"
"2040","10625000030500020000",0.0171179969914432,"Low"
"2041","10626000010210000000",0.000299536691780535,"Low"
"2042","10626000010240010000",0.0081103673839226,"Low"
"2043","10626000010260000000",0.000549163127431477,"Low"
"2044","10626000010510010000",0.000722964418172016,"Low"
"2045","10626000020020000000",0.040521569165946,"Low"
"2046","10626000020040070000",0.000636370188654357,"Low"
"2047","10626000020050000000",9.4181831852926e-05,"Low"
"2048","10626000020150000000",0.0027456829664516,"Low"
"2049","10626000020160000000",0.00513089190216143,"Low"
"2050","10626000020220000000",0.0186366800722141,"Low"
"2051","10626000020470000000",0.00481094586295127,"Low"
"2052","10626000020510000000",0.0214790321063743,"Low"
"2053","10626000030170010000",0.00223269300176223,"Low"
"2054","10627000010010000000",0.0178160230345459,"Low"
"2055","10627000010030000000",0.00224039897000559,"Low"
"2056","10627000010040000000",0.00396313593193725,"Low"
"2057","10627000010750000000",0.0263601574471178,"Low"
"2058","10627000010770000000",0.0190323222504478,"Low"
"2059","10627000010790000000",0.00153514575428307,"Low"
"2060","10627000010860000000",0.00211722342244666,"Low"
"2061","10627000020170000000",0.115882474819159,"Mid"
"2062","10627000020290000000",0.176881228122287,"Mid"
"2063","10628000020550000000",0.0112036552063135,"Low"
"2064","10628000020760000000",0.459065069376437,"Mid"
"2065","10629000010830010000",0.0264971213606134,"Low"
"2066","10629000010850000000",0.0302232743811617,"Low"
"2067","10629000010860000000",0.11163558808673,"Mid"
"2068","10629000010930000000",0.957278126620234,"High"
"2069","10629000020020010000",0.00488874867734505,"Low"
"2070","10629000020020020000",0.000256628434349336,"Low"
"2071","10629000020210000000",0.00419249390204093,"Low"
"2072","10629000020220000000",0.011937086077988,"Low"
"2073","10629000030110000000",0.00862018930894586,"Low"
"2074","10629000030150000000",0.00294492132314669,"Low"
"2075","10629000040230000000",0.000737230250699618,"Low"
"2076","10629000040240000000",0.0193219912633587,"Low"
"2077","10629000040310000000",0.0196979919324567,"Low"
"2078","10629000040320000000",0.110104517371735,"Mid"
"2079","10630000010280000000",0.00151666444318993,"Low"
"2080","10630000010300010000",0.0204188310255687,"Low"
"2081","10630000020010010000",0.0240945215366471,"Low"
"2082","10630000020290000000",0.350792401828,"Mid"
"2083","10630000020340020000",0.0200677266837135,"Low"
"2084","10630000020360030000",0.890009193413448,"High"
"2086","10630000020370010000",0.0766560471556807,"Low"
"2087","10630000020380000000",0.267482875865973,"Mid"
"2088","10630000020390000000",0.896439955517981,"High"
"2089","10630000020460010000",0.0890191682597914,"Low"
"2090","10630000030200010000",0.130607219974908,"Mid"
"2091","10630000030660030000",0.188162229054967,"Mid"
"2092","10630000030660050000",0.0977968467182012,"Low"
"2093","10630000030660060000",0.207654162964158,"Mid"
"2094","10630000040050000000",0.015081503539165,"Low"
"2095","10630000040370000000",0.963697519126362,"High"
"2097","10630000040380000000",0.0260016791899444,"Low"
"2098","10630000040410000000",0.953551132708623,"High"
"2099","10630000040640010000",0.0456490982214936,"Low"
"2100","10630000040680000000",0.00306853412338775,"Low"
"2101","10630000040700000000",0.00288211978403952,"Low"
"2102","10631000020490000000",0.000451691893866741,"Low"
"2103","10631000020520000000",0.001368538252389,"Low"
"2104","10631000020530000000",0.0168296395317718,"Low"
"2105","10631000020540000000",0.00495157617688807,"Low"
"2106","10631000030010000000",0.022827387615564,"Low"
"2107","10631000030130020000",0.000511100056199278,"Low"
"2108","10631000030270010000",0.091946776158218,"Low"
"2109","10631000030290000000",0.0115735134191528,"Low"
"2110","10631000030350000000",0.00696741560673509,"Low"
"2111","10631000030370000000",0.00255615576055405,"Low"
"2112","10631000030380010000",0.0151820404605076,"Low"
"2113","10631000030420000000",0.0678832209146417,"Low"
"2114","10631000040020000000",0.029924028200941,"Low"
"2115","10631000040180000000",0.793353419783868,"High"
"2116","10631000040190000000",0.927955302947644,"High"
"2117","10631000040270010000",0.003650610723835,"Low"
"2118","10632000020220010000",0.0654222066547344,"Low"
"2119","10632000020520000000",0.931006952449648,"High"
"2120","10632000020710010000",0.055363294629093,"Low"
"2121","10632000020720010000",0.0715533369959145,"Low"
"2122","10632000030010280000",0.701248010677225,"High"
"2123","10632000030010290000",0.885192102530281,"High"
"2124","10632000040070000000",0.0254554348399371,"Low"
"2125","10632000040130020000",0.000548361331571475,"Low"
"2126","10632000040470000000",0.043698526335415,"Low"
"2127","10633000010050000000",0.43541862760491,"Mid"
"2128","10633000010160000000",0.00683859838041161,"Low"
"2129","10633000010200000000",0.0698506252600169,"Low"
"2130","10633000010210000000",0.0126238869356439,"Low"
"2131","10633000010220000000",0.00128196302505143,"Low"
"2132","10633000010240030000",0.0288985476423444,"Low"
"2133","10633000010680010000",0.0786024323826546,"Low"
"2134","10633000010840000000",0.013150641024988,"Low"
"2135","10633000020020020000",0.00441555698386074,"Low"
"2136","10633000020030000000",0.00575605554498159,"Low"
"2137","10633000020440000000",0.000784973736269187,"Low"
"2138","10633000020460020000",0.0744597655268947,"Low"
"2139","10633000020460090000",0.0105850600766744,"Low"
"2140","10633000020460110000",0.911482977904244,"High"
"2141","10633000020460120000",0.0126398461888417,"Low"
"2142","10633000030010000000",0.00231543021453142,"Low"
"2143","10633000030180010000",0.000755746143566345,"Low"
"2144","10633000030440000000",0.00708130796279337,"Low"
"2145","10633000030530000000",6.50877979369739e-05,"Low"
"2146","10633000030540000000",0.00161705935454583,"Low"
"2147","10634000010320000000",0.00605392708577902,"Low"
"2148","10634000010500000000",0.00544291024081441,"Low"
"2149","10634000010540010000",0.00570431307495313,"Low"
"2150","10634000010710000000",0.848902445898485,"High"
"2151","10634000010720000000",0.00988952287565597,"Low"
"2152","10634000020020000000",0.840949920928813,"High"
"2153","10634000020040000000",0.000108169568523848,"Low"
"2154","10634000020050000000",0.00808365352075702,"Low"
"2155","10634000020100010000",0.0141283985511733,"Low"
"2156","10634000020380000000",0.0091357663188805,"Low"
"2157","10634000020400000000",0.00102385974007166,"Low"
"2158","10634000020410000000",0.00647280854736961,"Low"
"2159","10634000020420000000",0.0050458851752755,"Low"
"2160","10634000020430000000",0.0440305908697414,"Low"
"2161","10634000020440000000",0.0645914317324361,"Low"
"2162","10634000020450000000",0.00427946050187736,"Low"
"2163","10634000020460000000",0.00390369146168783,"Low"
"2164","10634000020470000000",0.000905139725725447,"Low"
"2165","10634000030010010000",0.00196195620644853,"Low"
"2166","10634000030040000000",0.000957798840508201,"Low"
"2167","10634000030540000000",0.00224026693564739,"Low"
"2168","10635000010390000000",0.515520455585533,"Mid"
"2169","10635000010590000000",0.226218978763406,"Mid"
"2170","10635000010650000000",0.728561484412972,"High"
"2171","10635000010660000000",0.918186104819382,"High"
"2173","10635000010730000000",0.0211327345596361,"Low"
"2174","10635000010780000000",0.90956669823104,"High"
"2175","10635000020040000000",0.0767566350645781,"Low"
"2176","10635000020050000000",0.888867630460197,"High"
"2177","10635000020060000000",0.848401955413554,"High"
"2178","10635000020100000000",0.906412176838418,"High"
"2179","10635000020130000000",0.274332732054966,"Mid"
"2180","10635000030030000000",0.0235559439210203,"Low"
"2181","10635000030040000000",0.417102992738802,"Mid"
"2182","10635000030240000000",0.108277401759346,"Mid"
"2183","10636000010510000000",0.0137634504716515,"Low"
"2184","10636000010520000000",0.0725479753397419,"Low"
"2185","10636000010640000000",0.908747019762043,"High"
"2187","10636000010720000000",0.0512458989049363,"Low"
"2188","10636000010730000000",0.0146320529042135,"Low"
"2189","10636000010770000000",0.00605570078934007,"Low"
"2190","10636000010790000000",0.0147182619835859,"Low"
"2191","10636000020010000000",0.0440213802959523,"Low"
"2192","10636000030110000000",0.109005703653245,"Mid"
"2193","10636000030490030000",0.962859606606784,"High"
"2194","10637000010010010000",0.00392390194024521,"Low"
"2195","10637000010340020000",0.00384023817690929,"Low"
"2196","10637000010360010000",0.014716526934631,"Low"
"2197","10637000010420000000",0.0040292024074368,"Low"
"2198","10637000010440000000",0.0454226533862821,"Low"
"2199","10637000020240010000",0.000369511686677083,"Low"
"2200","10637000030040000000",0.00398163188339635,"Low"
"2201","10637000030070000000",0.00302167579023718,"Low"
"2202","10637000030160010000",0.000476626827466557,"Low"
"2203","10637000030280020000",0.965932771519859,"High"
"2207","10637000030310010000",0.129680565110706,"Mid"
"2208","10637000030340000000",0.160740006943456,"Mid"
"2209","10638000010290010000",0.504549492305462,"Mid"
"2210","10638000010310010000",0.862709140336244,"High"
"2211","10638000010330000000",0.592417303236757,"Mid"
"2212","10638000010530010000",0.0051450475382635,"Low"
"2213","10638000020150000000",0.000506854834325455,"Low"
"2214","10638000020410000000",0.0085313183380258,"Low"
"2215","10638000020440000000",0.00303011780155608,"Low"
"2216","10638000030060000000",0.000100879666932204,"Low"
"2217","10638000030670000000",0.000886986028508512,"Low"
"2218","10639000010340010000",0.853783696891372,"High"
"2219","10639000010350020000",0.00829147115671427,"Low"
"2220","10639000010370000000",0.284599571441912,"Mid"
"2221","10639000010380000000",0.254042773119417,"Mid"
"2222","10639000010390000000",0.954988209326403,"High"
"2224","10639000010760000000",0.0320060770982809,"Low"
"2225","10639000020250000000",0.105486026289881,"Mid"
"2226","10639000020670000000",0.016905330488457,"Low"
"2227","10639000020680000000",0.0063333408969796,"Low"
"2228","10639000020690000000",0.000687663945616956,"Low"
"2229","10639000030160010000",0.796481252971286,"High"
"2230","10639000030250010000",0.00106285976443796,"Low"
"2231","10639000040010000000",0.0118756034633042,"Low"
"2232","10639000040270000000",0.0280295259564981,"Low"
"2233","10639000040630000000",0.955347629884493,"High"
"2234","10639000040640000000",0.015722665856745,"Low"
"2235","10639000040660000000",0.00671019936224408,"Low"
"2236","10640000010140000000",0.322459744141951,"Mid"
"2237","10640000010250000000",0.00112613862231525,"Low"
"2238","10640000020330000000",0.00283413099962452,"Low"
"2239","10640000020350000000",0.00473620213450286,"Low"
"2240","10640000030390020000",5.04622191416938e-05,"Low"
"2241","10640000030550000000",0.00594031988028308,"Low"
"2242","10640000040310000000",0.953830830705205,"High"
"2245","10640000040510000000",0.0335714370302347,"Low"
"2246","10641000010080000000",0.0430136135635653,"Low"
"2247","10641000010150000000",0.000917011060589757,"Low"
"2248","10641000010180010000",0.028881266832314,"Low"
"2249","10641000010230000000",0.000767234153063427,"Low"
"2250","10641000020020000000",0.000419421933357565,"Low"
"2251","10641000020040010000",0.0342033533132924,"Low"
"2252","10641000020230010000",6.82346423717743e-05,"Low"
"2253","10641000020490000000",0.00268957972911973,"Low"
"2254","10641000030220000000",0.58027586333239,"Mid"
"2255","10641000040260000000",0.000477985238605859,"Low"
"2256","10641000040410000000",0.485920893925083,"Mid"
"2257","10641000040420000000",0.176297350162732,"Mid"
"2258","10641000040540000000",0.0225099080381454,"Low"
"2259","10641000040550000000",0.257341630198868,"Mid"
"2260","10642000010140010000",0.0161212591099589,"Low"
"2261","10642000010200000000",0.000553268727553986,"Low"
"2262","10642000010210000000",0.0108660695110882,"Low"
"2263","10642000010260000000",0.00109900105582234,"Low"
"2264","10642000020010000000",0.00199618105392375,"Low"
"2265","10642000020260010000",0.00188455117806561,"Low"
"2266","10642000020390000000",0.00563574622470122,"Low"
"2267","10642000020680000000",0.0269857826065953,"Low"
"2268","10642000030010010000",0.00147060304429792,"Low"
"2269","10642000030010020000",0.00013693280557273,"Low"
"2270","10642000030010030000",0.00773097432478547,"Low"
"2271","10642000030050000000",0.889722390159824,"High"
"2272","10642000030260010000",0.00721440395568798,"Low"
"2273","10643000020270010000",0.00766003072009146,"Low"
"2274","10643000020350000000",0.000893085744125532,"Low"
"2275","10643000030330010000",0.02216023615945,"Low"
"2276","10643000030360010000",0.00126623195226281,"Low"
"2277","10643000040280000000",0.80836019091295,"High"
"2278","10643000040290010000",0.915405154541729,"High"
"2279","10643000040290020000",0.974425247034993,"High"
"2280","10643000040320000000",0.834180335529489,"High"
"2281","10644000010070020000",0.0594332943861294,"Low"
"2282","10644000010310000000",0.00532408566797401,"Low"
"2283","10644000030160020000",0.942392827072362,"High"
"2284","10644000030190000000",0.0351873047437426,"Low"
"2285","10644000040100000000",0.0551176954747872,"Low"
"2286","10645000010020000000",1.5661242081416e-05,"Low"
"2287","10645000010120020000",0.00988048111203864,"Low"
"2288","10645000010190000000",0.00287433025244227,"Low"
"2289","10645000010240000000",0.910261559228538,"High"
